1,el_matador_01,E:/github/Pictures/el_matador_01.jpeg,This picture was taken at the El Matador Beach @ Los Angeles.
2,Chino_North,E:\github\Pictures\Chino_North.jpeg,I made this shoot in my hometown @ China.
3,el_matador_02,E:\github\Pictures\el_matador_02.jpeg,This picture was taken at the El Matador Beach @ Los Angeles.
